id,product_display_name,brand_name,master_category,sub_category,article_type,gender,color,season,usage,fit,pattern,shape,occasion,sleeve_styling,sleeve_length,fabric,neck,is_jewellery,product_description1,style_image,landing_page_url
10183,puma women future cat ballistic jr white casual shoes,puma,footwear,shoes,casual_shoes,women,white,fall,casual,none,none,none,none,none,none,none,none,false,"want the look of a car racer without having to risk slamming into a wall at 200 mph? here's your solution. the puma future cat series, a long-time favourite of motorsport enthusiasts, now has a more modern upper pattern and razor-sharp details in its future cat ballistic. stylish to look at and comfortable to wear, this is possibly the best shoe one can ever ask for.  upper features a low-profile design made for the avid motorsport enthusiast premium leather upper for longer wear bold, contrasting formstrip logo outlining chrome detailing across all colorways asymmetrical lacing system alleviates pressure points textile lining for enhanced comfort  midsole cushioned midsole for comfort and stability scuderia ferrari logo shield  outsole durable rubber outsole embedded onto the heel counter for shock absorption and enhanced shoe life  ",http://assets.myntassets.com/v1/images/style/properties/2572c6b3e3a510677eca89373f45c8b0_images.jpg,Casual-Shoes/Puma/Puma-Women-Future-Cat-Ballistic-Jr-White-Casual-Shoes/10183/buy
10613,carlton london women casual white casual shoes,carlton_london,footwear,shoes,casual_shoes,women,white,spring,casual,none,none,none,none,none,none,none,none,false,"slip into these ballerinas from carlton london to pump up your style quotient. let your feet play hide and seek with sunshine in the floral cut-outs. feel comfortable in the soft footbed and stay focused on your style in these pretty pumps.uppermade of 100% polyurethane with floral cut-outmade in the shape of a ballerinapiping in self colour for snug fitmidsolecomfortable metallic footbedoutsoledurable rubber outsoleshoe carewipe surface with soft, clean, damp cloth to remove duststore the shoes away from sunlight",http://assets.myntassets.com/v1/images/style/properties/10af4a2a5dcf0c01b96a559a11747033_images.jpg,Casual-Shoes/Carlton-London/Carlton-London-Women-Casual-White-Casual-Shoes/10613/buy
26364,arrow woman grey skirt,arrow_woman,apparel,bottomwear,skirts,women,grey,summer,formal,none,solid,none,formal,none,none,none,none,false,"compositiontwo tone grey skirt made of 64% polyester, 34% viscose, 2% lycra, size adjusting buttoned tabs on back, centre back opening with zipper and hook and eye fastening, centre back seam ending in slit at hemfitslimwash caremachine wash in cold waterwash dark colours separatelydo not bleach,line dry in shadewarm ironthis arrow skirt is a classic formal option for the working woman who wants to keep hold of her femininity at work. style it with with a crisp white shirt, to show the world you mean business. try accessorising your outfit with a pretty silk scarf in place of a tie to softly frame your face.model statisticsthe product is a size 28 on a model of height 5'8"" and waist 26""",http://assets.myntassets.com/v1/images/style/properties/9f8ac4fadc8071097f300d27eaa174ea_images.jpg,Skirts/Arrow-Woman/Arrow-Woman-Grey-Skirt/26364/buy
12424,timberland women casual grey casual shoes,timberland,footwear,shoes,casual_shoes,women,grey,fall,casual,none,none,none,none,none,none,none,none,false,"get vibrant this winter with colourful and comfortable slip-ons. the timberland performance pinkham notch mary jane slip-on shoe is a great addition to your wardrobe. with a breathable and environment friendly pet mesh lining and anti-fungal footbed, it's a healthy buy for you and the environment.upperslip-on style for comfortpremium suede upper with nubuck innerling at the heel, and rubber foxing at the forefoot for absolute durability, comfort and styleprinted 100% recycled pet inner lining for breathability and environment protectionelasticated fabric knit strap on the forefoot to hold the foot in placemidsoleplastic and fabric midsole for durability and stabilityremovable anti-fungi cushioned footbed for all-day comfort and supportoutsoledurable green rubber outsole made of 42% recycled rubber leaf-styled lugs on the forefoot and lateral midfoot, with traingular grooved lugs on the medial forefoot and semi-circular grooves on the heel for maximum traction shoe careuse a suede brush to clean surfacedo not wash or store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/10d488fcefcfd045a6b45f660266bbcc_images.jpg,Casual-Shoes/Timberland/Timberland-Women-Casual-Grey-Casual-Shoes/12424/buy
12702,nike women capri white casual shoes,nike,footwear,shoes,casual_shoes,women,white,fall,casual,none,none,none,none,none,none,none,none,false,"if you want the ultimate sensation of comfort for your feet, then these nike capri ii shoes are perfect for you. designed for the tennis-lover, these shoes are a great combination of comfort and style. featuring stitch and overlay details on a base colour, the nike capri ii sneakers are a great add-on to the wardrobe. team these with jeans and tees for a cool casual look.uppersynthetic leather upper for absolute comfort and durabilitycentral lacing system for a snug, customised fit padded tongue and collar for all-day comfortmidsoleautoclave construction midsole for enhanced cushioning eva injected midsole for lightweight feeloutsolesolid rubber outsole in herringbone pattern for superior grip pivot point below the big toe mound for superior traction staright line grooves below toes and heel for traction and stabilitywash carewipe surface with soft, clean, damp cloth to remove dustdo not machine wash",http://assets.myntassets.com/v1/images/style/properties/d965bc355228a50c27436e62a6971a91_images.jpg,Casual-Shoes/Nike/Nike-Women-Capri-White-Casual-Shoes/12702/buy
26863,jealous 21 women navy blue skirts,jealous_21,apparel,bottomwear,skirts,women,navy_blue,summer,casual,none,solid,none,casual,none,none,none,none,false,"composition washed dark blue denim skirt made of 99% cotton and 1% spandex, has a waistband with belt loops, a button and zipper closure, two insert pockets on the front, one smaller pocket on the right thigh, two patch pockets at the back with stitch detail and brand patch on the waistband at the back  fit slim  wash care machine or hand wash in cold water at 30 degrees with like colours using a mild detergent do not bleach or wring flat dry in shade warm iron; do not iron on decorations  if you're a denim person, these jeggings from jealous 21 are perfect for you. designed to contour the hips and fit the waist to perfection, the label gets it right every time - you might not want to take these off once you pull them on! it'll go perfectly with your t-shirts and dressy tops, style this tastefully with in-season accessories and heels.  model statistics the product is a size 28 on a model of height 5'8” and waist 28""",http://assets.myntassets.com/v1/images/style/properties/4ecba885a17776da8bce7eefe6bc5ac3_images.jpg,Skirts/Jealous-21/Jealous-21-Women-Navy-Blue-Skirts/26863/buy
12526,crocs women casual grey casual shoes,crocs,footwear,shoes,casual_shoes,women,grey,fall,casual,none,none,none,none,none,none,none,none,false,"if you expect your footwear to be extremely comfortable coupled with great looks, you've come to the right place! these pumps from crocs pamper your feet all day long as you go about doing your daily chores with even greater enthusiasm. pair them with just about any kind of casual wear for a fab look.uppersuper soft, translucent tpu upper with rounded toe and stylish trim offering a comfortable, stylish lookslip-on silhouette with tpu interior provides an easy, snug fitmidsoleeva footbed with multi-directional lines in the silhouette of the foot for ergonomic comfort and acupressure benefitscrocs branding on mid-heel for comfort and stylefungus, bacteria and odour resistant for a healthy wear even in wet conditionsoutsolenon-marking outsole delivers excellent traction on a variety of surfacesmulti-directional textured leaf-shaped grooves in the forefoot and back foot for ample grip, stability and comfortshoe carerub surface with clean, damp cloth to remove dustdo not machine wash",http://assets.myntassets.com/v1/images/style/properties/cd66301afafbc9b01a22b59f14e6079a_images.jpg,Casual-Shoes/Crocs/Crocs-Women-Casual-Grey-Casual-Shoes/12526/buy
12821,puma women karlie blur wn's dazzling blue casual shoes,puma,footwear,shoes,casual_shoes,women,blue,fall,casual,none,none,none,none,none,none,none,none,false,"a retro sneaker and ballet shoe come together to give you the puma karlie shoe. versatile, comfortable and feminine, this ballerina-inspired shoe is a perfect buy for those who love aerobics and dancing.upperfabric upper with synthetic leather overlays for breathable comfort, durability and stylemesh inner lining for enhanced breathabilitylace-up system for a snug, customised fitmouth elasticated on the sides for a snug fiteco-ortholite environment-friendly footbed for sweat-free comfort, with foam padding that retains 95% of its shape for years on end, offering a perfect lightweight fitoutsolerubber outsole textured ergonomically with strategically placed pivot points on the forefoot for ease of movement and absolute gripwarranty provided by the brand owner / manufacturer",http://assets.myntassets.com/v1/images/style/properties/877639fa159a67f8d0bb0da3a2bae350_images.jpg,Casual-Shoes/Puma/Puma-Women-Karlie-Blur-Wns-Dazzling-Blue-Casual-Shoes/12821/buy
10363,united colors of benetton women solid grey tops,united_colors_of_benetton,apparel,topwear,tops,women,grey,fall,casual,none,solid,none,casual,puff_sleeves,short_sleeves,blended,v_neck,false,"composition grey top made of 100% cotton, with a v-neck, ribbed hem, and pleated and ribbed half sleeve  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  heightened style is what this top from united colors of benetton exudes. perfect for those who never compromise on style and comfort, this top exudes feminity in all sense of the term and makes for a perfect winter wear. team this with slim fit jeans, sandals and long earnings for that cool chic look.  model statistics the model wears size m in t-shirts height-5.8',chest -33"" ",http://assets.myntassets.com/v1/images/style/properties/25c3baebae54d4d197f063902d342b72_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Grey-Tops/10363/buy
10415,united colors of benetton women printed beige tops,united_colors_of_benetton,apparel,topwear,tops,women,beige,fall,casual,none,printed,none,casual,regular_sleeves,short_sleeves,blended,round_neck,false,"compositionprinted round neck top made of 60% cotton and 40% modal, with dolman sleeves, curved hemline and a belt at the backfitcomfortwash caredelicate machine wash at 30 degrees using mild detergentdo not dry cleando not tumble dry, wring, scrub or bleachdry flat in shadewarm irondo not iron directly on print/embroideryflaunt your feminine side in style with this floral printed top from united colors of benetton. the belt at the back enhances your feminity, while the dolman sleeves perfectly enhance your rounded arms. team this top with jeans or skirts and sandals available in a wide collection at myntra for a chic look.model statisticsthe product is a size m on a model of height 5'8"" and chest 33""",http://assets.myntassets.com/v1/images/style/properties/57ca2f763cce679ce7d74afcf970e360_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Printed-Beige-Tops/10415/buy
10401,jealous 21 women uaine purple tops,jealous_21,apparel,topwear,tops,women,purple,fall,casual,none,checked,none,casual,regular_sleeves,short_sleeves,blended,shirt_collar,false,"composition purple and white checked tunic top made of 100% cotton, with short puffed sleeves that have foldover hems, tipped collar, front buttoned placket, mid-back pleat, ruched on the waist sides and has a curved hem  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  flaunt your feminity in style with this checked tunic top from jealous 21. the pleat at the mid-back and ruched sides enhances your curves where they need to be flaunted, while the fabric keeps you fresh and comfortable all day. team this with slim fit jeans and heeled sandals for that final touch of feminity.  model statistics the model wears size m in t-shirts height-5.8'', chest-33”",http://assets.myntassets.com/v1/images/style/properties/144954d20ce2e31fe6953f3e249e9a68_images.jpg,Tops/Jealous-21/Jealous-21-Women-Uaine-Purple-Tops/10401/buy
10366,united colors of benetton women solid black skirt,united_colors_of_benetton,apparel,bottomwear,skirts,women,black,fall,casual,none,solid,none,casual,none,none,none,none,false,"composition black knee-length skirt made of 64% polyester, 34% viscose and 2% spandex, with a comfortable fabric waist, and has a zippered and button closure on the right side  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  don that chic look in this knee-length skirt from united colors of benetton. pair this with heeled sandals and a fancy top for casual outings, or team it with a formal shirt to turn it into an office wear.  model statistics the model wears size m in dresses height-5.8""; waist-26"" ",http://assets.myntassets.com/v1/images/style/properties/5508b88d639f557b7ba8a80763c86396_images.jpg,Skirts/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Black-Skirt/10366/buy
12431,timberland women casual brown casual shoes,timberland,footwear,shoes,casual_shoes,women,brown,fall,casual,none,none,none,none,none,none,none,none,false,"take to the woods in absolute style and comfort this vacation in the timberland earthkeepers shoreham desert boots. made of supple nubuck leather, this shoe is a great buy for all those who never compromise on comfort and style.upperpremium nubuck leather upper for absolute durability, comfort and stylehigh ankle for enhanced comfortpadded meshed fabric inner lining in the forefootlacing system for a snug, customised fithaul loop to hang the boots from a backpackmidsoleremovable anti-fatigue cushioned footbed with a leather lining for all-day comfort and supportoutsolegrainy textured durable rubber outsole with brand pattern grooves on the forefoot for absolute grip and tractionraised heel for ergonomic comfort and styleshoe careclean upper using a nubuck brushdo not wash or store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/ccb74c6379c94b0f62ec0b8920425cdb_images.jpg,Casual-Shoes/Timberland/Timberland-Women-Casual-Brown-Casual-Shoes/12431/buy
10342,united colors of benetton women printed tunic black tops,united_colors_of_benetton,apparel,topwear,tops,women,black,fall,casual,none,printed,none,casual,regular_sleeves,long_sleeves,blended,boat_neck,false,"composition black full sleeve tunic top made of 65% polyester and 35% viscose, with a boat neck and print across the front  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  heightened style is what this tunic top from the united colors of benetton exudes. perfect for those warm winter days, this top with a moon surface print is designed for those who never compromise on style and comfort. team this with slim fit jeans, stilettos and long earnings for that cool chic look.  model statistics the model wears size m in t-shirts height-5.8"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/83cfa6bf1c40eb7ceb0f2c62525bc03b_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Printed-Tunic-Black-Tops/10342/buy
10382,united colors of benetton women grey top,united_colors_of_benetton,apparel,topwear,tops,women,grey,fall,casual,none,solid,none,casual,no_sleeves,sleeveless,modal,scoop_neck,false,"composition grey tunic top made of 70% modal and 30% polyester, sleeveless with a v-neck and a scarf made of similar material  wash care delicate machine wash inside out in cold water at 30c with mild detergent do not bleach, scrub, wring or tumble dry dry inside out flat in shade cool iron do not iron directly on print/embroidery do not dry clean  heightened style is what this tunic top from the united colors of benetton exudes. perfect for those warm winter days, this top coupled with a scarf is designed for those who never compromise on style and comfort. team this with slim fit jeans, stilettos and long earnings for that cool chic look.size and fitcomfort fitthe model (height 5'.8 and chest 33"") is wearing a size m",http://assets.myntassets.com/v1/images/style/properties/7ffa4b8bab4bb141fc5995d68a7f5eaa_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Grey-Top/10382/buy
18711,arrow woman printed brown skirt,arrow_woman,apparel,bottomwear,skirts,women,brown,fall,casual,none,printed,none,casual,none,none,polyester,none,false,"short skirt made of , has an elasticated wasitband with loops and ethnic print",http://assets.myntassets.com/v1/images/style/properties/Arrow-Women-Printed-Brown-Skirt_db3f7119e474bc83820ed7d11cf0fd4d_images.jpg,Skirts/Arrow-Woman/Arrow-Woman-Printed-Brown-Skirt/18711/buy
30923,fabindia women printed mustard skirt,fabindia,apparel,bottomwear,skirts,women,mustard,summer,ethnic,none,printed,none,casual,none,none,cotton_blend,none,false,"mustard ethnic print skirt made of 100% cotton, has a waistband with belt loops and a zipper on the left side, ghera piping on the curved hem  fit regular  wash care hand wash separately in cold water using mild detergent dry in shade do not soak this unique fabric has been dyed/ printed using traditional dyeing processes. some colours may initially transfer when in dry or wet contact with light coloured fabrics or upholstery. this transfer will reduce after a few washes but we recommend that you wash the product separately for the first few washes.  fabindia caters to every fashionista. this skirt from fabindia is perfect for those who love the exotic. pair it with a solid coloured top and sandals.  model statistics the product is a size m on a model of height 5'8"" and waist 26”",http://assets.myntassets.com/v1/images/style/properties/e7d66f3c35f9a4ccba81cb32ed3cceb6_images.jpg,Skirts/Fabindia/Fabindia-Women-Printed-Mustard-Skirt/30923/buy
10408,united colors of benetton women solid black tops,united_colors_of_benetton,apparel,topwear,tops,women,black,fall,casual,none,solid,none,casual,regular_sleeves,short_sleeves,blended,scoop_neck,false,"composition black top made of 95% viscose and 5% elastane, with short translucent sleeves and twisted ribbon back neck band above a deep round neckline  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  flaunt your feminity in style with this black top from united colors of benetton. the stylish back and sleeves redefine your feminine side with much elan. pair this with jeans, heeled sandals and long earrings for a chic look.  model statistics the model wears size m in dresses height-5.8', chest-33"" ",http://assets.myntassets.com/v1/images/style/properties/5dd9bc64a38b34742fd72c58798e2247_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Solid-Black-Tops/10408/buy
10402,jealous 21 women una pink tops,jealous_21,apparel,topwear,tops,women,pink,fall,casual,none,solid,none,casual,flutter_sleeves,short_sleeves,blended,scoop_neck,false,"composition pink top made of 100% viscose, has a v-neck with printed frills falling over the neckline and extending till the back, and loose sleeves   fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  flaunt your feminity in style with this fashionable top from jealous 21. the collar shawl drapes across your shoulders enhancing the femininity of this top, while the the fabric keeps you fresh and comfortable all day. team this with slim fit jeans and heeled sandals for that uber cool look.  model statistics the model wears size m in t-shirts height-5.8'', chest-33”",http://assets.myntassets.com/v1/images/style/properties/407a6d6153c0d76efde3bbb914821627_images.jpg,Tops/Jealous-21/Jealous-21-Women-Una-Pink-Tops/10402/buy
10354,united colors of benetton women checks blue tops,united_colors_of_benetton,apparel,topwear,tops,women,blue,fall,casual,none,checked,none,casual,puff_sleeves,short_sleeves,blended,tie_up_neck,false,"composition blue and white checked top made of 100% cotton, with short puffed sleeves that have smocked hems, buttoned chest placket, smocked hem and a collar that extends into a scarf in the front  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  heightened style is what this top from united colors of benetton exudes. perfect for those who never compromise on style and comfort, this top exudes feminity in all sense of the term. team this with slim fit jeans or knee-length skirts, sandals and long earnings for that cool chic look.  model statistics the model wears size m in dresses height-5.8', chest-33''.",http://assets.myntassets.com/v1/images/style/properties/05f5b251f5195979c896d506a442bb3d_images.jpg,Tops/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Checks-Blue-Tops/10354/buy
28456,urban yoga women blue skirt with leggings,urban_yoga,apparel,bottomwear,skirts,women,blue,summer,sports,none,solid,none,none,none,none,none,none,false,"compositionblue skirt with leggings attached inside made of 95% cotton and 5% lycra, has an elasticated waistband and brand logo appliqued on the left sidefitregularwash carehand or machine wash cold with a mild detergentwash dark colours separatelytumble dry lowdry in shadedo not bleachwarm ironpamper your legs and give everyday looks a sophisticated touch with this skirt and leggings combination from urban yoga. the cotton/lycra blend ensures that the leggings stay snug on your legs and protect you from the winter chill.model statisticsthe product is a size 28 on a model of height 5'8"" and waist 26""",http://assets.myntassets.com/v1/images/style/properties/c3a37f190933411b11c0fa488bc8bc4d_images.jpg,Skirts/Urban-Yoga/Urban-Yoga-Women-Blue-Skirt-With-Leggings/28456/buy
10351,united colors of benetton women check skirt grey skirts,united_colors_of_benetton,apparel,bottomwear,skirts,women,grey,fall,casual,none,checked,none,casual,none,none,none,none,false,"composition grey long skirt with black and blue checks, made of 70% viscose and 30% lana wool, with a 100% acetate lining, with a comfortable waist, and has a zippered and button closure on the right side  fitting comfort  wash care delicate machine wash at 30 degrees using mild detergent do not dry clean do not tumble dry, wring, scrub or bleach dry flat in shade warm iron do not iron directly on print/embroidery  don that chic look this winter with this long skirt from united colors of benetton. pair this with heeled sandals and a fancy top for casual outings, while you can also team it with a formal top and jacket to turn it into an office wear.  model statistics the model wears size m in dresses height-5.8'',waist 26""",http://assets.myntassets.com/v1/images/style/properties/541c4e1f7cc0c290714ca8b915bbf9f3_images.jpg,Skirts/United-Colors-of-Benetton/United-Colors-of-Benetton-Women-Check-Skirt-Grey-Skirts/10351/buy
