id,product_display_name,brand_name,master_category,sub_category,article_type,gender,color,season,usage,fit,pattern,shape,occasion,sleeve_styling,sleeve_length,fabric,neck,is_jewellery,product_description1,style_image,landing_page_url
10022,nike men blue polo tshirts,nike,apparel,topwear,tshirts,men,blue,fall,sports,regular_fit,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"navy blue polo neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, has graphic print on the front, mesh panel at the back of the neck, nike swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with dri-fit technology",http://assets.myntassets.com/v1/images/style/properties/dcdf10855cb9709e3ff034e62313a54c_images.jpg,Tshirts/Nike/Nike-Men-Blue-Polo-Tshirts/10022/buy
10080,reebok men run sheer black sports shoes,reebok,footwear,shoes,sports_shoes,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok run sheer is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the dmx shear system that minimizes stress on impact, making it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptioncushioned footbed for all-day comfortmesh lining for increased ventilation and comfortoutsoletpr outsole for better shock absorption and durabilitydmx shear vertical panels for greater comfortdmx shear vertical and horizontal heel cushioning to minimize stress on impactscooped heel for extra cushioning and comfortdiamond shaped grooves on the forefoot for excellent tractionlugs on the periphery of the forefoot and and heel for better grip on all surfacesflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/15017ddf96926014061a0b06525b554e_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Run-Sheer-Black-Sports-Shoes/10080/buy
10015,locomotive men american glory white tshirts,locomotive,apparel,topwear,tshirts,men,white,fall,casual,slim_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"composition white round neck t-shirt with short sleeves, made of 100% cotton and graphic print with lettering on the front  fitting regular  wash care gentle machine wash in lukewarm water at 40 degrees wash dark colours separately do not bleach tumble dry normal or line dry warm iron  this white t-shirt from locomotive is bubbling with energy and style, and yearning to belong to you! saluting the esat coast army wing, this tee uses a great colour combination in its graphic print to give you clothing that will make you the centre of attraction of every gathering! team it with jeans or shorts for a perfectly casual and cool look.  model statistics the model wears size m in t-shirts height-6"", shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/4576528b60bdbec05893efe87d2c284b_images.jpg,Tshirts/LOCOMOTIVE/Locomotive-Men-American-Glory-White-Tshirts/10015/buy
10008,nike men town navy blue t-shirts,nike,apparel,topwear,tshirts,men,navy_blue,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition navy blue round neck t-shirt with short sleeves, made of  100% cotton, has fabric tape detailing on the inseam of the neckline, graphic print on the front, and nike swoosh printed on the left sleeve  fitting regular  wash care machine wash in cold water at 30 degrees with like colours do not use bleach or softeners remove immediately do not allow to lay on itself when wet tumble dry low cool iron do not iron directly on print/trims/ logo do not dry clean  when you're in the mood to look casual and hip, try this navy blue t-shirt from nike. you just cannot go wrong in this tee, what with its clean silhouette and attractive graphic print. perfect for all-day wear. pair it with jeans or shorts and walk around in style.",http://assets.myntassets.com/v1/images/style/properties/11208e022cee193bc9ce69ae7601d11e_images.jpg,Tshirts/Nike/Nike-Men-Town-Navy-Blue-T-Shirts/10008/buy
10010,nike men as showdown f black t-shirts,nike,apparel,topwear,tshirts,men,black,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,v_neck,false,"composition black v-neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, graphic print on the front, mesh panel at the back of the neck,  nike swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with dri-fit technology  fitting regular  wash care machine wash in cold water at 30 degrees with like colours do not use bleach or softeners remove immediately do not allow to lay on itself when wet tumble dry low cool iron do not iron directly on print/trims/ logo donot dry clean  whether you're playing at wimbledon or in your local park, this black t-shirt from nike will give you the comfort and flexibility you require during your matches. the mesh panel at the back ensures better breathability during games, and the eye-catching graphic print ensures that you are the centre of attention. engineered with nike's dri fit technology, it wicks away sweat to keep you dry and comfortable during the game. team the tee with comfortable tracks or shorts when you're ruling the court, or with jeans for casual outings.",http://assets.myntassets.com/v1/images/style/properties/a062e261b6d3e1349a6d2a6aa7371669_images.jpg,Tshirts/Nike/Nike-Men-As-Showdown-F-Black-T-Shirts/10010/buy
10164,carrera men green strap witrh green dial green watches,carrera,accessories,watches,watches,men,green,winter,casual,none,none,none,none,none,none,none,none,false,"carrera has been in the watch industry for more than five decades and they have proven themselves as     masters in the art of     creating high quality timepieces.     the new range of carrera watches are a fresh take on their classic drivers&  rsquo  and racers&  rsquo  watch models and perfect for urban wear.case diameter: 36 mmcase thickness: 9 mmdial shape: octagonstainless steel casegreen rubber strap with brand inscription on the inner side for enhanced durability, comfort and styletang clasp with brand inscription fixed stainless steel bezel for added durability and styleblack busy dial with metallic numbers in roman and metallic handsmetallic crown to adjust time/date/daywater resistant at 100 meters, making it suitable for scuba diving",http://assets.myntassets.com/v1/images/style/properties/3f3e24c34b5139a7a4bc76025cfca17d_images.jpg,Watches/Carrera/Carrera-Men-Green-strap-witrh-green-dial-Green-Watches/10164/buy
10099,fastrack men analogue grey watches,fastrack,accessories,watches,watches,men,grey,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s basics collection is designed for those who love their everyday accessories.   case diameter: 35 mm case thickness: 7 mm dial shape: round 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  bezel with markings from 5 to 25 minutes and 35 to 55 minutes &  bull  plastic strap with perforations for breathability, and a tang clasp for comfort and style &  bull  white dial with arabic numbering, brand name above 6 o&  rsquo  clock, brand logo below the 12 o&  rsquo  clock marking and 5-minute marking with 15, 30, 45 and 60 markings in compass style &  bull  quartz movement of time display with carved out hands &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 50 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/b9087cd7ae406a75259287725e05213b_images.jpg,Watches/Fastrack/Fastrack-Men-Analogue-Grey-Watches/10099/buy
10195,carrera men steel strap dial blue watches,carrera,accessories,watches,watches,men,blue,winter,casual,none,none,none,none,none,none,none,none,false,carrera has been in the watch industry for more than five decades and they have proven themselves as     masters in the art of     creating high quality timepieces.     the new range of carrera,http://assets.myntassets.com/v1/images/style/properties/bd9b63a2f3ee780ffe10dd71db928805_images.jpg,Watches/Carrera/Carrera-Men-Steel-strap-dial-Blue-Watches/10195/buy
10005,nike men as ss trainin blue t-shirts,nike,apparel,topwear,tshirts,men,blue,fall,sports,regular_fit,solid,none,none,none,short_sleeves,synthetic,round_neck,false,"compositionblue t-shirt made of 100% polyester dri-fit fabric, has a round neck, short raglan sleeves, black panel on the front with diagonal grey mesh panel and blue panel towards the hemline, mesh panels on the sides, printed seal on the upper back neck and printed swoosh logo on the upper right chest fittingregularwash caremachine wash cold with like coloursdo not bleach tumble dry on lowcool iron onlydo not dry cleando not iron on print or embroiderytake your training to the next level in this blue t-shirt from nike. the mesh dri-fit fabric pulls sweat away from the skin to help keep you cool and comfortable, while the sporty design with the raglan sleeves gives an added edge. team this with track pants and performance shoes so that you can train longer and better.",http://assets.myntassets.com/v1/images/style/properties/5dc5a3265be8eeefdbd7c06e43ff6cb9_images.jpg,Tshirts/Nike/Nike-Men-As-Ss-Trainin-Blue-T-Shirts/10005/buy
10039,reebok men raceon white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok raceon is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortbrand name on tongue and behind collarmidsolephylon midsole for lightweight responsive cushioning and shock absorptiondmx ride foam cushioning for all-day comfortmesh lining for increased ventilation and comfortoutsolenon marking tpr outsole for better shock absorption and durabilitytransition bridge for ultimate heel-to-toe responsewaffle-pattern grip for excellent tractionscooped heel for extra cushioning and comfortshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/8c7024fc08196b33759515ff1d542899_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Raceon-White-Sports-Shoes/10039/buy
10056,adidas men cfc pes black tracksuits,adidas,apparel,bottomwear,tracksuits,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"composition black tracksuit made of 100% polyester  black track jacket that has mock collar, zippered closure on the front, ribbed hem and cuffs, white stripe panels on the shoulder running till the cuffs, two insert pockets on the sides with zippered closures, blue panel and uellow piping details on the sides, graphic print including sponsoring company and chelsea team badge on the left chest and brand name on the right chest  black tracks that has an elasticated waistband with a drawstring on the inside, striped panels on the sides, ribbed cuffs and zippered slits towards the hems, blue panel flowing into darts on the back, print of sponsoring company and chelsea team badge on the right leg and brand name on the left leg  fitting comfort  wash care wash dark colours separately wash below 40 degree c do not soak do not tumble dry do not bleach dry in shade warm iron do not dry clean do not iron on print/trims/logo  made of  polyester fabric, these adidas tracksuits are ideal for all your training needs. the sleek black track jacket complements the pants and the white stripes gives it an added edge. the sleek black track jacket complements the pants and the white stripes gives it an added edge. while the soft and broad elastic waistband sits snugly, the drawstrings on the inside allow you to create a customized fit. the chelsea team badge gives you an added edge. pair it with sports t-shirts and performance shoes for an extended training session.  model statistics the model wears size m in t-shirts height-6.1', shoulders-18.5""  the model wears trousers, length of 41.5"" height-6.1"", waist-31"" ",http://assets.myntassets.com/v1/images/style/properties/6988d144f536d572a4a19cbfc3e49f98_images.jpg,Tracksuits/ADIDAS/ADIDAS-Men-Cfc-Pes-Black-Tracksuits/10056/buy
10098,fastrack men analogue plastic white watch,fastrack,accessories,watches,watches,men,white,winter,casual,none,none,none,none,none,none,none,none,false,"stylish and comfortable, this analog wrist watch from fastrack&  rsquo s basics collection is designed for those who love their everyday accessories.   case diameter: 35 mm case thickness: 7 mm dial shape: round 
&  bull  metallic case with a fixed bezel for added durability, style and comfort  &  bull  plastic strap with perforations for breathability, and a tang clasp for comfort and style &  bull  white dial with arabic numbering, brand name above 6 o&  rsquo  clock, and brand logo below the 12 o&  rsquo  clock marking &  bull  quartz movement of time display with carved out hands &  bull  screw to reset time  &  bull  solid case back made of stainless steel for enhanced durability &  bull  water resistant up to 50 meters, which helps you wear it when swimming",http://assets.myntassets.com/v1/images/style/properties/703a4bc156df5eb4719dc0dd2e871d82_images.jpg,Watches/Fastrack/Fastrack-Men-Analogue-Plastic-White-Watch/10098/buy
10031,nike men as arsenal co navy blue t-shirts,nike,apparel,topwear,tshirts,men,navy_blue,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,none,false,"composition arsenal crew neck t-shirt made of 100% cotton, with short sleeves, fabric tape on inseam of the neckline, graphic print with metallic tints on the chest and arsenal badge printed on left sleeve  fitting regular  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  wear the arsenal football club men's soccer t-shirt like a badge of honour. a signature team design that remixes iconic gunners' graphic to create an intimidating icon, this arsenal t-shirt is a must-have for fans and players alike. ",http://assets.myntassets.com/v1/images/style/properties/f891a7ec22ae36e8c14defd61bb0b7f3_images.jpg,Tshirts/Nike/Nike-Men-As-Arsenal-Co-Navy-Blue-T-Shirts/10031/buy
10081,reebok men zigdynamic white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"try the reebok zigdynamic and you will refuse to wear any other running shoe ever! these sneakers come with a zig-zag sole that helps propel you forward, and reduces muscle fatigue on your shins. now you can sweat it out in the gym without sweating it out! the lightweight shoes are attractive and super comfortable to be worn all-day long. so, when you aren't running in them, you can lounge in them at the coffee shop, while all eyes are on your precious shoes.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylesmoothfit upper for increased comfort and reduction of seam related irritation and rublace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortmesh tongue for maximum ventilationbrand logo on both sidesbrand name on tongue and behind collarmidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptioncushioned footbed for all-day comfortmesh lining for increased ventilation and comfortremovable sockliner to replace with an orthoticoutsoletpr outsole for better shock absorption and durabilitytransition bridge for ultimate heel-to-toe responsezigzag sole to propel you forward and reduce muscle fatigue on shinforefoot grooves for increased flexibility through push-off multi-surface outsole for traction and durabilityshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/0543c05bce84b0fcbeeabb354a821fea_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Zigdynamic-White-Sports-Shoes/10081/buy
10092,reebok men racehound silver sports shoes,reebok,footwear,shoes,sports_shoes,men,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole injection moulded eva midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort flex grooves for ease of movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/29bafa503018057b586e376213c8f7a9_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Racehound-Silver-Sports-Shoes/10092/buy
10011,nike men grey melange track pants,nike,apparel,bottomwear,track_pants,men,grey_melange,summer,sports,none,none,none,sports,none,none,cotton,none,false,"grey melange knit track pants, has an elasticated waistband with inner drawstring fastening, insert pockets at sides, embroidered branding at left thigh, twin tape detail along out seam, and velcro fastened insert pocket at back right side with brand label above",http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Grey-Melange-Track-Pants_ec04f71d66884cf587041154b74517c2_images.jpg,Track-Pants/Nike/Nike-Men-Grey-Melange-Track-Pants/10011/buy
10088,reebok men racehound silver sports shoes,reebok,footwear,shoes,sports_shoes,men,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.  upper breathable mesh upper for ample ventilation and reduced irritation synthetic overlays for added shoe structure, durability and style lace-up system with synthetic laces for a snug, customized fit lushly padded tongue and well-cushioned collar for in-step comfort brand name on tongue and behind collar  midsole injection moulded eva midsole for lightweight responsive cushioning and shock absorption dmx ride foam cushioning for all-day comfort mesh lining for increased ventilation and comfort  outsole non marking tpr outsole for better shock absorption and durability waffle-pattern grip for excellent traction scooped heel for extra cushioning and comfort flex grooves for ease of movement  shoe care wipe surface with soft, clean, dry cloth to remove dust do not machine wash do not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/4dac018abe2b09b76c465624cb319e6f_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Racehound-Silver-Sports-Shoes/10088/buy
10035,reebok men runtone action brown sports shoes,reebok,footwear,shoes,sports_shoes,men,brown,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok runtone fitness shoe is engineered with strategically  built-in balance pods that transfer air in response to your stride. a  great hit with men and women alike this season, the reebok runtone  sneaker has a vast array of pods fitted in the outsole that helps you  burn more calories easily. uppermesh upper with synthetic overlays for enhanced breathabilitylace-ups for a snug fitcushioned collar, tongue and footbed for extra comfortmesh tongue for greater breathabilitybreathable mesh lining and a removable insert midsoleeva midsole for cushioned support and shock absorptionoutsolebalance ball-inspired pods with moving air technology that transfers air in response to your stride forefoot flex-grooves provide flexibility through footstrike and toe-off multi-surface rubber outsole for traction and durabilitywash carewipe surface with soft, clean, damp cloth to remove dustdo not machine wash",http://assets.myntassets.com/v1/images/style/properties/ca06d73e7eabdfe68bcdee9c3a8739fc_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Runtone-Action-Brown-Sports-Shoes/10035/buy
10193,carrera men dial green numbers black watch,carrera,accessories,watches,watches,men,black,winter,casual,none,none,none,none,none,none,none,none,false,"carrera has been in the watch industry for more than five decades and they have proven themselves as     masters in the art of     creating high quality timepieces.     the new range of carrera watches are a fresh take on their classic drivers&  rsquo  and racers&  rsquo  watch models and perfect for urban wear.case diameter: 40 mmcase thickness: 12 mmdial shape: octagonstainless steel casesteel strap with black patching that has brand inscription on the inner side for enhanced durability, comfort and styletang clasp with brand inscription fixed stainless steel bezel for added durability and styleblack busy dial with metallic numbers in roman and metallic handsinbuilt tachymeter to measure speed/distancechronograph for easy reading of timemetallic crown to adjust time/date/daywater resistant at 100 meters, making it suitable for scuba diving",http://assets.myntassets.com/v1/images/style/properties/33a5e91f28ed4764e183ff1bcff2a7e0_images.jpg,Watches/Carrera/Carrera-Men-Dial-Green-Numbers-Black-Watch/10193/buy
10020,nike men black & white reversible shorts,nike,apparel,bottomwear,shorts,men,black,summer,sports,none,solid,none,sports,none,none,polyester,none,false,"composition black and white reversible shorts made of 100% polyester, has an elastic waist with interior drawcord, mesh panel at back waist and sides, and a vented hem  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  scorers and defenders alike require maximum range of motion to lead their teams to victory, and you will have plenty of it in these nike shorts. this garmet can be fully reversed for the versatality of two garments in one. even more, this shorts has strategic ventilation and the dri-fit technology wicks away sweat. concentrate on your big win while these sports shorts focus on keeping you dry, stylish and comfortable. ",http://assets.myntassets.com/v1/images/style/properties/87ae1ed282a5057fafbf1d693b247659_images.jpg,Shorts/Nike/Nike-Men-Black--White-Reversible-Shorts/10020/buy
10009,nike men town round red neck t-shirts,nike,apparel,topwear,tshirts,men,red,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition red round neck t-shirt with short sleeves, made of  100% cotton, has fabric tape detailing on the inseam of the neckline, graphic print on the front and nike swoosh printed on the left sleeve  fitting regular  wash care machine wash in cold water at 30 degrees with like colours do not use bleach or softeners remove immediately do not allow to lay on itself when wet tumble dry low cool iron do not iron directly on print/trims/ logo do not dry clean  when you're in the mood to look casual and hip, try this red t-shirt from nike. you just cannot go wrong in this tee, what with its clean silhouette and attractive graphic print. perfect for all-day wear. pair it with jeans or shorts and walk around in style.
441200-063",http://assets.myntassets.com/v1/images/style/properties/c683c989cc53d172a8d9b175d75d1294_images.jpg,Tshirts/Nike/Nike-Men-Town-Round-Red-Neck-T-Shirts/10009/buy
