id,product_display_name,brand_name,master_category,sub_category,article_type,gender,color,season,usage,fit,pattern,shape,occasion,sleeve_styling,sleeve_length,fabric,neck,is_jewellery,product_description1,style_image,landing_page_url
10013,nike men as ss cruiser yellow t-shirts,nike,apparel,topwear,tshirts,men,yellow,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition yellow round neck t-shirt with short sleeves, made of  60% cotton and 40% polyester, has fabric tape detailing on the inseam of the neckline, graphic print with lettering on the front, nike swoosh printed on the left sleeve, and engineered with dri-fit technology  fitting regular  wash care machine wash in lukewarm water at 40 degrees with like colours do not soak or bleach tumble dry low warm iron do not iron directly on print/trims/ logo dry cleanable  this sporty and versatile  yellow t-shirt from nike is a must-have in your wardrobe. wear the smart tee when you go running in the park, or when you are running away from a pack of dogs, or escaping from your girlfriend's angry dad! engineered with nike's dri fit technology, it wicks away sweat to keep you dry and comfortable as you run. and you can wear it even when you're not running as well. team it with jeans, tracks or shorts and get going.",http://assets.myntassets.com/v1/images/style/properties/8294dba13908524b577b295ca6282838_images.jpg,Tshirts/Nike/Nike-Men-As-Ss-Cruiser-Yellow-T-Shirts/10013/buy
10014,nike unisex feather lite blue caps,nike,accessories,headwear,caps,unisex,blue,fall,sports,none,none,none,none,none,none,none,none,false,"composition royal blue featherlight tennis cap made of 100% polyester  and recycled content, with small mesh panels on the crown, nike swoosh embroidered on the front of the crown, velcro fastener at the back, and engineered with dri-fit technology  fitting comfort  wash care hand wash in warm water at 40 degrees do not wring, bleach, iron or dry clean line dry  whether you're playing at the french open, us open or the local tennis court, you need to look your best on the court. this royal blue featherlight tennis cap from nike will look perfect on you, when you're cheering for your favorite tennis  player, or serving an ace yourself. all you environmentalists will be glad to know that this cap is made with recycled content. engineered with nike's dri fit technology, it wicks away sweat to keep you dry and comfortable. this smart cap is super light, so you barely know that it's on your head, protecting you from the sun or jazzing up your outfit! team it with your casual clothes for a sporty look.",http://assets.myntassets.com/v1/images/style/properties/7c92ff84d5e91203ba60b622e0431dec_images.jpg,Caps/Nike/Nike-Unisex-Feather-lite-Blue-Caps/10014/buy
10015,locomotive men american glory white tshirts,locomotive,apparel,topwear,tshirts,men,white,fall,casual,slim_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"composition white round neck t-shirt with short sleeves, made of 100% cotton and graphic print with lettering on the front  fitting regular  wash care gentle machine wash in lukewarm water at 40 degrees wash dark colours separately do not bleach tumble dry normal or line dry warm iron  this white t-shirt from locomotive is bubbling with energy and style, and yearning to belong to you! saluting the esat coast army wing, this tee uses a great colour combination in its graphic print to give you clothing that will make you the centre of attraction of every gathering! team it with jeans or shorts for a perfectly casual and cool look.  model statistics the model wears size m in t-shirts height-6"", shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/4576528b60bdbec05893efe87d2c284b_images.jpg,Tshirts/LOCOMOTIVE/Locomotive-Men-American-Glory-White-Tshirts/10015/buy
10017,nike women as the windru blue jackets,nike,apparel,topwear,jackets,women,blue,fall,sports,none,solid,none,none,none,long_sleeves,blended,none,false,"composition blue and white jacket made of 100% polyester, with an interior pocket on the left side, zippered side pockets for secure storage, hood with drawstring and a classic hood  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  the windrunner became the face of nike apparel in 1978, at a time when the company was known for its footwear. today, this ultimate running jacket is still as relevant and exciting as it was back then. in its 32-year history, the nike windrunner has stayed true to its principles with 26-degree chevron styling, excellent breathability and unparalleled weather resistance. originally designed for runners, the nike windrunner women's jacket delivers lightweight comfort and weather resistance in an iconic style that goes anywhere.  this lightweight layer features a standard fit and hits at the hip. the waist and cuffs are ribbed for a snug, comfortable fit. this jacket is made of recycled, water-resistant fabric designed to keep rain out and limit environmental impact. it also features a breathable mesh lining to help you stay dry and comfortable when things heat up.  ",http://assets.myntassets.com/v1/images/style/properties/9f87ee7f474418708b44f85560868489_images.jpg,Jackets/Nike/Nike-Women-As-The-Windru-Blue-Jackets/10017/buy
10018,nike men black three quarter track pants,nike,apparel,bottomwear,shorts,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"black three quarter length pants with dri-fit technology, has an elasticated waistband with inner drawstring fastening, insert pockets at sides, printed branding at left thigh, darts at knees, and panelled back legs",http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Black-Three-Quarter-Track-Pants_38fb020e318c77b678317fe9d16695a0_images.jpg,Shorts/Nike/Nike-Men-Black-Three-Quarter-Track-Pants/10018/buy
10019,nike women as miler ss white t-shirts,nike,apparel,topwear,tshirts,women,white,fall,sports,regular_fit,solid,none,none,none,short_sleeves,synthetic,round_neck,false,"composition white t-shirt made of 100% polyester, engineered with dri-fit fabric, has a mesh crew-neck and side panels, a reflective loop at the upper back, and flat seams  fitting slim  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  expert ventilation gives her the edge in the nike miler girls' running t-shirt - a lightweight design that keeps sweat at bay as she's picking up speed. pair it with dri-fit bottoms to perform at your best. the reflective loop at the back helps keep media plaayer cords out of the way, while the flat seams avoid chaffing, making your sporting experience comfortable and wonderful.",http://assets.myntassets.com/v1/images/style/properties/b6a7fd3fd2f7ec8b6633854e4c10312f_images.jpg,Tshirts/Nike/Nike-Women-As-Miler-Ss-White-T-Shirts/10019/buy
10020,nike men black & white reversible shorts,nike,apparel,bottomwear,shorts,men,black,summer,sports,none,solid,none,sports,none,none,polyester,none,false,"composition black and white reversible shorts made of 100% polyester, has an elastic waist with interior drawcord, mesh panel at back waist and sides, and a vented hem  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  scorers and defenders alike require maximum range of motion to lead their teams to victory, and you will have plenty of it in these nike shorts. this garmet can be fully reversed for the versatality of two garments in one. even more, this shorts has strategic ventilation and the dri-fit technology wicks away sweat. concentrate on your big win while these sports shorts focus on keeping you dry, stylish and comfortable. ",http://assets.myntassets.com/v1/images/style/properties/87ae1ed282a5057fafbf1d693b247659_images.jpg,Shorts/Nike/Nike-Men-Black--White-Reversible-Shorts/10020/buy
10021,nike men as woven shor white shorts,nike,apparel,bottomwear,shorts,men,white,spring,sports,none,solid,none,none,none,none,none,none,false,"composition white shorts made of 100% polyester, with in-built boxers and has an elastic waist with drawcord  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  built with the breathability and zero-distraction fit athletes demands for focus, these nike running shorts come in a front-to-back color-block design, including hi-vis features for night workouts. these high-performance shorts feature a supportive two-in-one cut built with fabric that rapidly moves sweat away from the body. ",http://assets.myntassets.com/v1/images/style/properties/434ee4b4ee8cc7d9ed0f2e7e975960d8_images.jpg,Shorts/Nike/Nike-Men-As-Woven-Shor-White-Shorts/10021/buy
10022,nike men blue polo tshirts,nike,apparel,topwear,tshirts,men,blue,fall,sports,regular_fit,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"navy blue polo neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, has graphic print on the front, mesh panel at the back of the neck, nike swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with dri-fit technology",http://assets.myntassets.com/v1/images/style/properties/dcdf10855cb9709e3ff034e62313a54c_images.jpg,Tshirts/Nike/Nike-Men-Blue-Polo-Tshirts/10022/buy
10023,nike women regular grey track pants,nike,apparel,bottomwear,track_pants,women,grey,fall,sports,none,none,none,none,none,none,none,none,false,"compositiongrey track pants made of 61% cotton, 33% polyester and 6% spandex dri fit fabric, that has a wide waist band, swoosh logo embroidered in neon yellow on the left of the band, neon yellow panel detailing on the back and flared legsfittingcomfortwash caremachine was coldwash separately with like coloursdo not use softenersremove immediatelydo not allow to lay on itself when wetdo not bleach, cool iron get more out of your work outs and yoga sessions with this flattering pair of tracks from nike. the wide waistband and flared legs flatter most body types while the dri-fit fabric wicks sweat away from the body and keeps you feeling fresh and comfortable all day long. team this with tees and sports footwear for trips to the gym.",http://assets.myntassets.com/v1/images/style/properties/0dc04c9600a1bcb794629e743779bf35_images.jpg,Track-Pants/Nike/Nike-Women-Regular-Grey-Track-Pants/10023/buy
10024,nike women as make yours black t-shirts,nike,apparel,topwear,tshirts,women,black,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black crew neck t-shirt, made of 62% cotton, 34% polyester and 4% spandex, has short sleeves, rib crew-neck with interior taping for comfort and screen print on the front  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  this nike ""make yourself"" women's t-shirt sends out an inspiring message in a pop of color, while its sweat-wicking stretch fabric keeps you comfortable all day. ",http://assets.myntassets.com/v1/images/style/properties/888b6b3f4e53b64b22b4c836ecca0666_images.jpg,Tshirts/Nike/Nike-Women-As-Make-Yours-Black-T-Shirts/10024/buy
10025,nike women as element ja pink t-shirt,nike,apparel,topwear,tshirts,women,pink,fall,sports,none,none,none,none,none,none,none,none,false,"composition fuchsia pink high collared t-shirt made of 100% polyester, has a half-length zipper, raglan sleeves with flat-seam design and a reflective loop on centre-back neck to keep media-player cords out of the way  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  this cold-weather running shirt is made of soft, suede dri-fit fabric that wicks sweat away from the body to the fabric's surface, where it quickly evaporates. the spandex fibre allows it to stretch comfortably for better mobility and a comfortable, athletic fit.   the element half-zip features a fitted design that stays out of your way as you run. ergonomic seams map the natural contours of your body to help reduce friction and chafing while providing great range of motion. a stand-up collar delivers extra warmth and protection when you need it, and mesh underarm vents increase airflow in this high-heat area to help you stay dry and comfortable.   rough on the weather, soft on you, the nike element half-zip women's running top helps you stay dry, comfortable and distraction-free from the first mile to the last. ",http://assets.myntassets.com/v1/images/style/properties/7317c5199336e94d3501ffb607cc5b12_images.jpg,Tshirts/Nike/Nike-Women-As-Element-Ja-Pink-T-Shirt/10025/buy
10026,nike women as challenger black t-shirts,nike,apparel,topwear,tshirts,women,black,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black raglan sleeved jersey made of dri-fit polyester, with chest print of dri-fit logo in silver and nike heat transfer swoosh  fitting regular  wash care machine wash cold with like colours  do not use softeners or bleach tumble dry low  remove immediately/do not allow to lay on itself when wet  do not iron  do not dry clean   at the gym, on the beach or simply enjoying those healthy runs, there's no better way to do it than in this nike jersey. smart to look at and engineered with dry-fit technology to ensure you stay dry and fresh all day, there's nothing better an active man can ask for. the contoured panels add a dash of style to this tee. pair it with track pants or shorts and sports shoes to complete that uber cool look.",http://assets.myntassets.com/v1/images/style/properties/cef2af04f8327e7d5dc432bc72ddda5f_images.jpg,Tshirts/Nike/Nike-Women-As-Challenger-Black-T-Shirts/10026/buy
10027,nike women's white tshirt,nike,apparel,topwear,tshirts,women,white,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition white round neck t-shirt made of 100% cotton, with short sleeves, fabric tape on inseam of the neckline, and has graphic print on the chest with a metallic tinge  fitting regular  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  get to ready to don the vixen look with this as foxy t-shirt from nike. let your t-shirt speak volumes of your evil side in style. pair this tee with denims and flipflops for a great foxy look. ",http://assets.myntassets.com/v1/images/style/properties/da791422b3800d0abcca75d600a83f79_images.jpg,Tshirts/Nike/Nike-Womens-White-Tshirt/10027/buy
10028,nike women as club jerse white t-shirts,nike,apparel,topwear,tshirts,women,white,fall,sports,regular_fit,striped,none,none,none,short_sleeves,cotton,polo_collar,false,"composition white and grey striped polo t-shirt made of 95% cotton and 5% spandex, has ribbed collar and cuffs and a two-button placket   fitting slim  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  a creative spin on a timeless style, the versatile nike club jersey for women shakes up your look with bold stripes, a tailored cut and an iconic, eye-catching logo. the secret to this polo's versatility is in the subtlety of its cut, the fold of its collar, and the soft feel of its material. a tailored cut delivers a clean and customized look, while all over yarn-dyed stripes add a pop of color, taking the classic design in a whole new direction. short sleeves allow great range of motion and create casual, warm-weather style. ",http://assets.myntassets.com/v1/images/style/properties/d099fee09179cfa2b806d8728cf4542a_images.jpg,Tshirts/Nike/Nike-Women-As-Club-Jerse-White-T-Shirts/10028/buy
10029,nike women as script mas navy blue sweatshirts,nike,apparel,topwear,sweatshirts,women,navy_blue,fall,sports,none,solid,none,none,none,long_sleeves,blended,none,false,"composition navy blue hooded sweatshirt made of 80% cotton and 20% polyester, has a lined hood with drawcord, has a rib cuffs and hem for durability and snug fit, and a kangaroo pocket with interior cord-management feature
fitting slim  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  with classic cursive print, this nike ""moto"" script hoodie honours speed-obsessed motocross athletes in a warm, media-friendly design. the ribbed hem and cuffs offer a snug fit, while the interior cord management feature keeps media player cords away from your sporting experience.",http://assets.myntassets.com/v1/images/style/properties/cb273208c26f6ddaf749b9fb11b827b1_images.jpg,Sweatshirts/Nike/Nike-Women-As-Script-Mas-Navy-Blue-Sweatshirts/10029/buy
10030,nike women as see the win black t-shirts,nike,apparel,topwear,tshirts,women,black,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black crew-neck t-shirt made of 100% cotton, with interior neck taping, short sleeves and screen-print on the front  fitting slim  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  with a slim fit that contours your body, this nike ""see the win"" t-shirt is conspicuously inspiring. tackle whatever's ahead of you in this tee, while the fabric keeps you fresh and comfortable all day.  ",http://assets.myntassets.com/v1/images/style/properties/8483c7e54ece0a2de025182f4b30e3b5_images.jpg,Tshirts/Nike/Nike-Women-As-See-The-Win-Black-T-Shirts/10030/buy
10031,nike men as arsenal co navy blue t-shirts,nike,apparel,topwear,tshirts,men,navy_blue,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,none,false,"composition arsenal crew neck t-shirt made of 100% cotton, with short sleeves, fabric tape on inseam of the neckline, graphic print with metallic tints on the chest and arsenal badge printed on left sleeve  fitting regular  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  wear the arsenal football club men's soccer t-shirt like a badge of honour. a signature team design that remixes iconic gunners' graphic to create an intimidating icon, this arsenal t-shirt is a must-have for fans and players alike. ",http://assets.myntassets.com/v1/images/style/properties/f891a7ec22ae36e8c14defd61bb0b7f3_images.jpg,Tshirts/Nike/Nike-Men-As-Arsenal-Co-Navy-Blue-T-Shirts/10031/buy
10032,nike men as fcb core t black t-shirts,nike,apparel,topwear,tshirts,men,black,fall,sports,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black crew neck t-shirt made of 100% cotton, with short sleeves, fabric tape on inseam of the neckline, has graphic print with metallic tints on the chest and barcelona badge printed on left sleeve  fitting regular  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  if your heart beats for the barcelona team, then this t-shirt is a msut-have in your sports collection. team this with shorts and soccer cleats for that ultimate look and feel of the game. ",http://assets.myntassets.com/v1/images/style/properties/826d8f5d5e64a05b51c0afd3d5adb1ba_images.jpg,Tshirts/Nike/Nike-Men-AS-FCB-Core-T-Black-T-shirts/10032/buy
10033,nike men as ad breakli navy blue shorts,nike,apparel,bottomwear,shorts,men,navy_blue,fall,sports,none,solid,none,none,none,none,none,none,false,"composition black shorts made of 100% cotton, with blue stitch detailing on the sides, elastic waist with a drawcord, a discreet pocket at the back and two side pockets  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  built with the breathability and zero-distraction fit athletes demand for focus, this nike running shorts comes in a front-to-back color-block design, including hi-vis features for night workouts. this high-performance shorts features a supportive two-in-one cut built with fabric that rapidly moves sweat away from the body. ",http://assets.myntassets.com/v1/images/style/properties/894025afc35ba6f9924867af75d608c4_images.jpg,Shorts/Nike/Nike-Men-As-Ad-Breakli-Navy-Blue-Shorts/10033/buy
10034,nike women as element ja black t-shirt,nike,apparel,topwear,tshirts,women,black,fall,sports,none,none,none,none,none,none,none,none,false,"composition fuchsia pink high collared t-shirt made of 100% polyester, has a half-length zipper, raglan sleeves with flat-seam design and a reflective loop on centre-back neck to keep media-player cords out of the way  fitting comfort  wash care machine wash cold at 30 degrees with like colours do not bleach tumble dry low remove immediately/do not allow to lay on itself when wet cool iron, but do not iron on design do not dry clean  this cold-weather running shirt is made of soft, suede dri-fit fabric that wicks sweat away from the body to the fabric's surface, where it quickly evaporates. the spandex fibre allows it to stretch comfortably for better mobility and a comfortable, athletic fit. the element half-zip features a fitted design that stays out of your way as you run. ergonomic seams map the natural contours of your body to help reduce friction and chafing while providing great range of motion. a stand-up collar delivers extra warmth and protection when you need it, and mesh underarm vents increase airflow in this high-heat area to help you stay dry and comfortable.   rough on the weather, soft on you, the nike element half-zip women's running top helps you stay dry, comfortable and distraction-free from the first mile to the last. ",http://assets.myntassets.com/v1/images/style/properties/612c8af18a9a4b6010fdd16dd80d5246_images.jpg,Tshirts/Nike/Nike-Women-As-Element-Ja-Black-T-Shirt/10034/buy
10035,reebok men runtone action brown sports shoes,reebok,footwear,shoes,sports_shoes,men,brown,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok runtone fitness shoe is engineered with strategically  built-in balance pods that transfer air in response to your stride. a  great hit with men and women alike this season, the reebok runtone  sneaker has a vast array of pods fitted in the outsole that helps you  burn more calories easily. uppermesh upper with synthetic overlays for enhanced breathabilitylace-ups for a snug fitcushioned collar, tongue and footbed for extra comfortmesh tongue for greater breathabilitybreathable mesh lining and a removable insert midsoleeva midsole for cushioned support and shock absorptionoutsolebalance ball-inspired pods with moving air technology that transfers air in response to your stride forefoot flex-grooves provide flexibility through footstrike and toe-off multi-surface rubber outsole for traction and durabilitywash carewipe surface with soft, clean, damp cloth to remove dustdo not machine wash",http://assets.myntassets.com/v1/images/style/properties/ca06d73e7eabdfe68bcdee9c3a8739fc_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Runtone-Action-Brown-Sports-Shoes/10035/buy
